Public RD&D spending in Million,,Source: IEA All rights reserved ( http://www.iea.org/t&c/termsandconditions/ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,Currency,Economic Indicators,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021 Estimated,2022 Estimated
Italy,Euro (2021 prices and exchange rates),Nuclear,..,..,..,526.625,533.936,740.18,732.908,1129.539,981.995,1074.952,1373.166,1422.445,1236.154,703.418,588.626,308.423,286.287,214.188,..,187.208,165.103,149.766,153.738,150.872,142.044,..,151.454,146.993,128.234,116.711,107.396,98.506,106.102,102.359,86.172,96.049,91.261,84.279,103.896,104.043,83.714,81.583,90.968,91.951,95.784,84.094,..,..,..
Italy,Euro (2021 prices and exchange rates),Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,24.114,32.355,28.724,19.21,28.01,26.199,16.89,13.694,10.419,19.364,9.997,10.104,10.539,9.837,..,..,..
Italy,Euro (2021 prices and exchange rates),Other power and storage technologies ,..,..,..,6.887,6.932,4.426,7.53,52.699,4.017,17.731,16.783,4.76,14.668,58.835,128.572,136.161,42.422,73.843,..,15.525,27.042,21.271,21.982,20.194,21.156,..,110.689,107.429,104.024,100.849,98.226,81.267,125.394,88.241,74.682,16.95,63.179,106.365,110.004,89.363,173.388,105.89,53.512,54.099,55.551,41.71,..,..,..
Italy,Euro (2021 prices and exchange rates),Other cross-cutting technologies/research,..,..,..,1.109,3.085,5.759,4.418,104.5,4.947,21.264,40.759,22.826,47.93,261.454,354.934,408.427,392.817,367.891,..,92.416,80.904,91.264,62.296,43.791,47.373,..,45.436,48.082,46.558,45.137,43.963,30.783,12.057,11.765,11.49,11.3,70.292,38.043,57.161,46.398,50.176,66.429,45.197,45.687,47.488,61.401,..,..,..
Italy,Euro (2021 prices and exchange rates),Unallocated,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..
Italy,Euro (2021 prices and exchange rates),Total Budget ,..,..,..,584.971,607.357,806.336,833.004,1401.07,1072.864,1257.825,1657.262,1537.979,1451.199,1175.511,1225.669,962.312,852.243,781.658,..,406.103,384.651,391.532,365.472,332.383,324.888,..,371.84,388.777,399.2,375.667,357.986,317.681,437.431,417.085,435.455,395.498,526.137,594.966,611.117,570.39,594.991,515.029,445.348,450.192,465.441,518.916,..,..,..
Japan,National currency (nominal),Energy efficiency,5790,8160,9970,11280,13020,5600,6980,4120,2470,2740,2790,2940,3090,12140,8130,570,420,2160,2180,3370,28318,30041,34035,33220,53587,64329,68653,72044,73540,54183,49270,51167,52246,50210.969,47086.959,37226.071,27323.483,29704.879,32611.993,41003.885,50449.934,47502.228,54284.929,50129,75808.911,78893.669,78011.332,79699.895,..
Japan,National currency (nominal),Fossil fuels ,1300,1110,1160,3620,2510,10000,38790,56820,49670,53070,50110,48770,52190,52210,49620,39730,41590,38400,40400,45190,45776,45209,41636,38381,32363,19497,12752,8974,39870,33482,37041,38366,41895,35666.81,38028.095,34547.085,30958.882,34285.705,36461.248,39720.734,40570.193,41421.081,26755,11970.013,18605.8,16610.78,15000,15330,..
Japan,National currency (nominal),Renewables ,1920,3250,4440,4700,6120,8030,20160,20370,21610,19810,18440,16830,16710,14870,16480,13760,13960,13900,13540,14160,13106,13119,13253,13194,14593,15331,18065,16204,20199,16266,34873,25699,27772,20699.268,20139.076,12970.317,20785.522,94045.773,81077.149,75214.943,72302.939,50032.802,42521.018,36019,48396.261,35055.427,43287.803,45877.496,..
Japan,National currency (nominal),Nuclear,44050,57390,68210,120690,143980,174880,225760,236440,248620,252040,260740,288930,303390,245070,190470,308870,298070,306090,311680,322830,324274,334388,347103,329146,312726,309635,308545,304408,333839,321725,274858,276123,262258,261713.112,262337.285,257960.414,247224.791,194323.107,211789.656,126424.085,161837.638,115135.355,112429.937,115271.797,114473.948,113797.093,105907.842,107314.236,..
Japan,National currency (nominal),Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24076,25142,24996,21745.006,22266.114,15971.785,12442.348,10322,13893.678,11439,12369,13921,13995,14683,21664.608,30721.29,32743.21,25599.87,..
Japan,National currency (nominal),Other power and storage technologies ,660,580,320,560,820,1610,6710,8900,9600,8710,8480,9820,10530,9040,9300,10220,11150,11570,11990,7430,8510,8475,8763,9040,15560,15984,19454,22051,8797,4485,8289,7527,12249,14327.5,12429.372,13306.502,14579.035,12239.5,10209.158,5181,8730.248,8918,20179.537,18849.935,20153.912,16191.085,22040.76,24364.038,..
Japan,National currency (nominal),Other cross-cutting technologies/research,24930,31220,34080,1100,1440,3190,4440,4610,6280,7050,7970,4590,3480,3700,2760,2440,2530,10880,13060,11740,13946,14434,14306,14700,13009,8395,8861,9836,40452,34647,0,0,0,0,0,270,263.471,250.297,0,0,0,20181.349,8970,19250,19893.215,22290.172,18310.775,13728.344,..
Japan,National currency (nominal),Unallocated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Japan,National currency (nominal),Total Budget ,78650,101710,118180,141950,167890,203310,302840,331260,338250,343420,348530,371880,389390,337030,276760,375590,367720,383000,392850,404720,433930,445666,459096,437681,441838,433171,436330,433517,516697,464788,428407,424024,421416,404362.665,402286.901,372252.174,353577.532,375171.261,386042.882,298983.647,346259.952,297111.815,279135.421,266172.745,318996.655,313559.516,315301.721,311913.879,..
Japan,National Currency (2021 prices),Energy efficiency,8765.789,11526.615,13039.123,13819.701,15249.385,6383.227,7545.94,4327.365,2549.833,2802.058,2811.779,2926.06,3026.567,11909.619,7926.118,544.228,390.828,1952.806,1938.582,2979.844,24984.607,26644.26,30321.709,29447.254,47513.719,57754.975,62471.501,66276.384,68606.573,51374.141,47247.853,49659.904,51147.673,49504.884,46851.682,37252.268,27866.679,30795.017,34066.274,42984.49,52010.332,47958.724,54577.382,50436.733,76275.809,78877.262,77301.567,79699.895,..
Japan,National Currency (2021 prices),Fossil fuels ,1968.139,1567.959,1517.09,4435.046,2939.782,11398.62,41935.101,59679.827,51275.387,54271.97,50501.16,48538.751,51118.626,51219.21,48375.643,37933.655,38701.236,34716.56,35926.017,39958.203,40387.576,40097.212,37093.423,34022.127,28695.14,17504.527,11603.813,8255.57,37195.323,31746.285,35520.758,37235.95,41014.274,35165.25,37838.082,34571.397,31574.351,35543.954,38087.18,41639.359,41825.014,41819.138,26899.139,12043.495,18720.391,16607.326,14863.527,15330,..
Japan,National Currency (2021 prices),Renewables ,2906.79,4590.87,5806.791,5758.209,7167.914,9153.092,21794.577,21395.25,22308.458,20258.672,18583.943,16750.198,16366.971,14587.812,16066.719,13137.858,12990.364,12566.671,12040.551,12520.65,11563.255,11635.633,11807.069,11695.577,12939.103,13764.267,16438.432,14906.759,18843.951,15422.767,33441.737,24942.05,27188.171,20408.187,20038.448,12979.445,21198.742,97497.153,84692.658,78848.04,74539.242,50513.617,42750.095,36240.114,48694.328,35048.137,42893.961,45877.496,..
Japan,National Currency (2021 prices),Nuclear,66689.64,81067.701,89207.48,147863.447,168633.366,199339.073,244064.669,248340.344,256655.663,257748.396,262775.344,287560.002,297161.906,240419.304,185693.444,294904.807,277366.612,276728.954,277163.885,285454.893,286102.781,296578.703,309233.32,291765.376,277283.207,277992.221,280763.686,280038.052,311443.429,305046.701,263577.236,267989.947,256744.756,258032.807,261026.478,258141.95,252139.668,201454.56,221234.084,132530.73,166843.215,116241.806,113035.639,115979.43,115178.979,113773.428,104944.269,107314.236,..
Japan,National Currency (2021 prices),Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23087.869,24401.456,24470.529,21439.22,22154.858,15983.025,12689.704,10700.806,14513.245,11991.536,12751.569,14054.781,14070.396,14773.136,21798.038,30714.901,32445.305,25599.87,..
Japan,National Currency (2021 prices),Other power and storage technologies ,999.209,819.294,418.507,686.084,960.407,1835.178,7254.048,9347.949,9910.282,8907.271,8546.195,9773.437,10313.837,8868.448,9066.777,9757.915,10375.542,10460.172,10662.202,6569.804,7508.264,7516.731,7806.938,8013.341,13796.508,14350.534,17702.367,20285.666,8206.854,4252.497,7948.802,7305.296,11991.499,14126.021,12367.267,13315.866,14868.869,12688.677,10664.419,5431.257,9000.271,9003.702,20288.252,18965.651,20278.037,16187.718,21840.228,24364.038,..
Japan,National Currency (2021 prices),Other cross-cutting technologies/research,37742.854,44100.603,44571.044,1347.666,1686.568,3636.16,4799.996,4842.028,6482.976,7209.674,8032.214,4568.236,3408.561,3629.785,2690.785,2329.678,2354.271,9836.359,11613.707,10380.821,12304.376,12801.946,12745.185,13030.543,11534.625,7537.083,8063.158,9048.561,37738.28,32850.891,0,0,0,0,0,270.19,268.709,259.483,0,0,0,20375.292,9018.325,19368.172,20015.735,22285.537,18144.179,13728.344,..
Japan,National Currency (2021 prices),Unallocated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Japan,National Currency (2021 prices),Total Budget ,119072.423,143673.042,154560.034,173910.153,196637.421,231745.35,327394.332,347932.762,349182.6,351198.041,351250.635,370116.684,381396.469,330634.178,269819.486,358608.14,342178.852,346261.522,349344.944,357864.214,382850.86,395274.484,409007.644,387974.217,391762.302,388903.607,397042.957,398810.991,482034.409,440693.281,410824.254,411534.603,412556.902,398676.371,400276.814,372514.142,360606.722,388939.65,403257.86,313425.412,356969.642,299967.06,280639.228,267806.732,320961.316,313494.309,312433.035,311913.879,..
Japan,USD (2021 prices and exchange rates),Energy efficiency ,79.86,105.012,118.791,125.903,138.928,58.154,68.746,39.424,23.23,25.528,25.616,26.657,27.573,108.501,72.21,4.958,3.561,17.791,17.661,27.147,227.619,242.739,276.242,268.275,432.868,526.169,569.139,603.803,625.031,468.038,430.446,452.42,465.974,451.008,426.836,339.382,253.876,280.554,310.356,391.605,473.833,436.922,497.22,459.497,694.901,718.601,704.246,726.096,..
Japan,USD (2021 prices and exchange rates),Fossil fuels,17.93,14.285,13.821,40.405,26.783,103.846,382.044,543.705,467.138,494.438,460.084,442.206,465.71,466.626,440.72,345.59,352.583,316.281,327.299,364.034,367.946,365.301,337.935,309.954,261.423,159.473,105.715,75.211,338.863,289.22,323.607,339.233,373.655,320.369,344.719,314.958,287.654,323.819,346.988,379.35,381.041,380.988,245.061,109.721,170.55,151.299,135.412,139.662,..
Japan,USD (2021 prices and exchange rates),Renewables,26.482,41.825,52.902,52.459,65.302,83.388,198.557,194.919,203.238,184.564,169.307,152.601,149.109,132.9,146.374,119.691,118.347,114.487,109.694,114.068,105.346,106.005,107.567,106.551,117.88,125.398,149.76,135.806,171.675,140.507,304.667,227.231,247.694,185.926,182.558,118.248,193.128,888.235,771.582,718.335,679.08,460.198,389.469,330.161,443.623,319.302,390.78,417.961,..
Japan,USD (2021 prices and exchange rates),Nuclear ,607.567,738.557,812.713,1347.091,1536.313,1816.053,2223.52,2262.473,2338.229,2348.184,2393.981,2619.779,2707.256,2190.309,1691.736,2686.693,2526.913,2521.104,2525.066,2600.6,2606.503,2701.942,2817.231,2658.091,2526.153,2532.613,2557.862,2551.251,2837.366,2779.089,2401.287,2441.488,2339.04,2350.775,2378.048,2351.769,2297.086,1835.326,2015.525,1207.404,1520.004,1059.006,1029.797,1056.616,1049.323,1036.518,956.081,977.673,..
Japan,USD (2021 prices and exchange rates),Hydrogen and fuel cells ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,210.339,222.306,222.936,195.319,201.839,145.611,115.608,97.488,132.221,109.247,116.172,128.044,128.187,134.589,198.588,279.824,295.589,233.224,..
Japan,USD (2021 prices and exchange rates),Other power and storage technologies,9.103,7.464,3.813,6.25,8.75,16.719,66.087,85.163,90.286,81.149,77.859,89.04,93.963,80.795,82.602,88.898,94.525,95.296,97.137,59.853,68.403,68.48,71.124,73.005,125.691,130.739,161.275,184.81,74.767,38.742,72.417,66.554,109.247,128.693,112.67,121.312,135.461,115.599,97.157,49.481,81.996,82.027,184.834,172.784,184.74,147.476,198.973,221.965,..
Japan,USD (2021 prices and exchange rates),Other cross-cutting technologies/research ,343.851,401.773,406.059,12.278,15.365,33.127,43.73,44.113,59.062,65.683,73.176,41.618,31.053,33.069,24.514,21.224,21.448,89.613,105.805,94.573,112.097,116.63,116.113,118.713,105.085,68.666,73.458,82.436,343.81,299.284,0,0,0,0,0,2.462,2.448,2.364,0,0,0,185.626,82.16,176.451,182.351,203.03,165.3,125.07,..
Japan,USD (2021 prices and exchange rates),Unallocated ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Japan,USD (2021 prices and exchange rates),Total Budget,1084.794,1308.915,1408.099,1584.386,1791.44,2111.286,2982.684,3169.797,3181.183,3199.545,3200.024,3371.901,3474.664,3012.2,2458.156,3267.054,3117.377,3154.571,3182.662,3260.276,3487.914,3601.098,3726.212,3534.59,3569.1,3543.057,3617.209,3633.317,4391.513,4014.88,3742.762,3749.233,3758.547,3632.09,3646.671,3393.742,3285.261,3543.385,3673.829,2855.422,3252.126,2732.812,2556.728,2439.819,2924.077,2856.05,2846.381,2841.652,..
Japan,USD (2021 prices and PPP),Energy efficiency,90.594,119.127,134.759,142.826,157.602,65.97,77.987,44.723,26.352,28.959,29.06,30.241,31.279,123.085,81.916,5.625,4.039,20.182,20.035,30.797,258.215,275.367,313.374,304.336,491.052,596.895,645.64,684.964,709.046,530.949,488.304,513.233,528.609,511.631,484.21,385.001,288.001,318.265,352.073,444.243,537.524,495.651,564.055,521.261,788.307,815.193,798.908,823.695,..
Japan,USD (2021 prices and PPP),Fossil fuels ,20.341,16.205,15.679,45.836,30.383,117.804,433.397,616.788,529.929,560.898,521.927,501.646,528.309,529.348,499.96,392.043,399.976,358.794,371.294,412.966,417.404,414.403,383.359,351.617,296.563,180.909,119.925,85.321,384.412,328.096,367.105,384.832,423.881,363.431,391.055,357.294,326.32,367.345,393.629,430.341,432.26,432.199,278.001,124.469,193.474,171.636,153.614,158.435,..
Japan,USD (2021 prices and PPP),Renewables ,30.042,47.446,60.013,59.511,74.08,94.597,225.246,221.119,230.557,209.372,192.064,173.113,169.152,150.764,166.049,135.779,134.255,129.876,124.439,129.4,119.506,120.254,122.026,120.873,133.725,142.253,169.89,154.061,194.751,159.394,345.619,257.775,280.989,210.918,207.096,134.142,219.088,1007.629,875.295,814.891,770.36,522.056,441.82,374.54,503.254,362.221,443.307,474.142,..
Japan,USD (2021 prices and PPP),Nuclear,689.234,837.831,921.955,1528.162,1742.818,2060.161,2522.398,2566.587,2652.525,2663.818,2715.772,2971.92,3071.155,2484.723,1919.134,3047.828,2866.572,2859.982,2864.477,2950.164,2956.86,3065.128,3195.913,3015.382,2865.71,2873.037,2901.68,2894.181,3218.754,3152.644,2724.059,2769.664,2653.446,2666.758,2697.697,2667.886,2605.852,2082.024,2286.445,1369.699,1724.317,1201.354,1168.218,1198.642,1190.37,1175.843,1084.594,1109.088,..
Japan,USD (2021 prices and PPP),Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,238.612,252.188,252.902,221.573,228.969,165.184,131.148,110.592,149.994,123.932,131.787,145.256,145.417,152.68,225.282,317.437,335.321,264.574,..
Japan,USD (2021 prices and PPP),Other power and storage technologies ,10.327,8.467,4.325,7.091,9.926,18.966,74.97,96.611,102.422,92.056,88.325,101.008,106.593,91.655,93.705,100.848,107.231,108.105,110.193,67.899,77.598,77.685,80.684,82.818,142.586,148.312,182.953,209.651,84.817,43.949,82.151,75.5,123.932,145.992,127.815,137.619,153.669,131.137,110.216,56.132,93.017,93.053,209.678,196.009,209.573,167.299,225.718,251.801,..
Japan,USD (2021 prices and PPP),Other cross-cutting technologies/research,390.071,455.778,460.64,13.928,17.431,37.58,49.608,50.042,67.001,74.512,83.013,47.213,35.227,37.514,27.809,24.077,24.331,101.658,120.027,107.285,127.165,132.308,131.721,134.67,119.21,77.895,83.332,93.516,390.023,339.513,0,0,0,0,0,2.792,2.777,2.682,0,0,0,210.578,93.204,200.169,206.862,230.32,187.519,141.882,..
Japan,USD (2021 prices and PPP),Unallocated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Japan,USD (2021 prices and PPP),Total Budget ,1230.608,1484.855,1597.371,1797.354,2032.239,2395.078,3383.606,3595.87,3608.787,3629.616,3630.16,3825.14,3941.716,3417.09,2788.572,3706.199,3536.403,3578.598,3610.465,3698.511,3956.747,4085.144,4227.076,4009.696,4048.846,4019.302,4103.421,4121.694,4981.804,4554.546,4245.851,4253.192,4263.757,4120.303,4136.843,3849.917,3726.855,4019.674,4167.652,3239.238,3689.266,3100.146,2900.394,2767.771,3317.121,3239.95,3228.982,3223.616,..
Japan,Euro (2021 prices and exchange rates),Energy efficiency,67.562,88.84,100.497,106.514,117.533,49.198,58.159,33.353,19.653,21.597,21.671,22.552,23.327,91.792,61.09,4.194,3.013,15.051,14.941,22.966,192.566,205.357,233.701,226.961,366.206,445.139,481.492,510.817,528.776,395.96,364.157,382.747,394.214,381.553,361.103,287.117,214.779,237.349,262.561,331.298,400.863,369.636,420.648,388.734,587.886,607.936,595.792,614.277,..
Japan,Euro (2021 prices and exchange rates),Fossil fuels ,15.169,12.085,11.693,34.183,22.658,87.854,323.209,459.974,395.199,418.295,389.231,374.106,393.991,394.766,372.849,292.369,298.285,267.574,276.895,307.973,311.282,309.045,285.893,262.221,221.164,134.914,89.435,63.629,286.678,244.68,273.772,286.991,316.112,271.032,291.632,266.454,243.355,273.951,293.552,320.93,322.361,322.316,207.322,92.824,144.285,127.999,114.559,118.154,..
Japan,Euro (2021 prices and exchange rates),Renewables ,22.404,35.384,44.755,44.38,55.245,70.546,167.979,164.901,171.939,156.141,143.234,129.1,126.146,112.433,123.832,101.259,100.122,96.856,92.801,96.502,89.123,89.68,91.002,90.142,99.726,106.087,126.697,114.892,145.237,118.869,257.748,192.237,209.549,157.293,154.444,100.038,163.386,751.447,652.758,607.711,574.502,389.328,329.491,279.316,375.305,270.129,330.6,353.595,..
Japan,Euro (2021 prices and exchange rates),Nuclear,514.002,624.819,687.555,1139.639,1299.721,1536.381,1881.098,1914.052,1978.142,1986.564,2025.308,2216.333,2290.339,1853.001,1431.209,2272.942,2137.768,2132.854,2136.206,2200.108,2205.102,2285.843,2383.377,2248.745,2137.125,2142.591,2163.951,2158.358,2400.412,2351.109,2031.489,2065.499,1978.828,1988.756,2011.829,1989.597,1943.335,1552.686,1705.134,1021.464,1285.923,895.919,871.208,893.897,887.727,876.894,808.845,827.111,..
Japan,Euro (2021 prices and exchange rates),Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,177.947,188.071,188.604,165.24,170.756,123.187,97.804,82.475,111.859,92.423,98.282,108.325,108.446,113.862,168.005,236.731,250.068,197.308,..
Japan,Euro (2021 prices and exchange rates),Other power and storage technologies ,7.701,6.315,3.226,5.288,7.403,14.144,55.91,72.048,76.382,68.652,65.869,75.328,79.493,68.353,69.881,75.208,79.968,80.62,82.178,50.636,57.869,57.934,60.171,61.762,106.335,110.605,136.439,156.349,63.253,32.776,61.265,56.305,92.423,108.874,95.319,102.63,114.6,97.797,82.195,41.861,69.369,69.395,156.37,146.175,156.29,124.765,168.331,187.782,..
Japan,Euro (2021 prices and exchange rates),Other cross-cutting technologies/research,290.898,339.9,343.526,10.387,12.999,28.025,36.996,37.32,49.966,55.568,61.907,35.209,26.271,27.976,20.739,17.956,18.145,75.813,89.511,80.009,94.834,98.669,98.232,100.431,88.902,58.091,62.145,69.741,290.863,253.194,0,0,0,0,0,2.083,2.071,2,0,0,0,157.04,69.507,149.278,154.269,171.763,139.844,105.809,..
Japan,Euro (2021 prices and exchange rates),Unallocated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Japan,Euro (2021 prices and exchange rates),Total Budget ,917.736,1107.342,1191.252,1340.391,1515.558,1786.148,2523.351,2681.648,2691.281,2706.815,2707.22,2852.628,2939.566,2548.321,2079.6,2763.928,2637.301,2668.767,2692.532,2758.193,2950.775,3046.529,3152.375,2990.263,3019.459,2997.426,3060.159,3073.786,3715.22,3396.588,3166.377,3171.851,3179.731,3072.748,3085.084,2871.106,2779.331,2997.704,3108.059,2415.687,2751.299,2311.959,2162.992,2064.087,2473.769,2416.218,2408.038,2404.038,..
Korea,National currency (nominal),Energy efficiency,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20739,..,25200,39444,69161,91982,90395,99258,105513,98017,123451,113777,115236,119865,126869,160197,161477,137335,136353.5,174590.5,..
Korea,National currency (nominal),Fossil fuels ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13960,14982,8576,7898,10242,66931,57061,84042,85734,76463.5,102171,115657,102799,106335,64064,59328,51081,54363,77049.5,143940.5,..
Korea,National currency (nominal),Renewables ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12150,15076,38411,50162,69681,75024,90400,134826,174232,158038.395,187898,181772,168486,155026,169418,157530,160420,191969,219242,204315,..
Korea,National currency (nominal),Nuclear,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30643,36367,223103,204410,223838,237650,66760.747,80572,90618,120885,122815,110672,107135,96567,82507,76642,68802,72296,93007,97909,..
Korea,National currency (nominal),Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28576,25319,39935,42532,75598,58000,54553,50612.498,38215,38219,32158,31181,41552,42241,42256,38463,64608,114611,..
Korea,National currency (nominal),Other power and storage technologies ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19461,29102,42041,11814,32949,27800,52784,74467,81076,76102,101669,115810,126162,130874,125955,113238,124670,120653,114688,100701,..
Korea,National currency (nominal),Other cross-cutting technologies/research,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13345,22422,0,0,0,0,18519,22651,28212,22678,16419,24305,23807,28628,34046,37782,37032,35273,37636,43748,..
Korea,National currency (nominal),Unallocated,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Korea,National currency (nominal),Total Budget ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,110298,..,365907,339047,445806,541919,451517.747,553816,619938,602796.393,692638,700212,675783,668476,644411,646958,645738,650352,742584,879815,..
Korea,National Currency (2021 prices),Energy efficiency,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29042.476,..,33078.379,51241.462,90047.619,116932.75,111756.6,118439.953,122548.04,112401.484,139818.421,127561.69,128036.301,129068.235,133949.76,165459.915,165981.141,142360.273,139510.953,174590.5,..
Korea,National Currency (2021 prices),Fossil fuels ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19549.301,20280.999,11257.15,10260.244,13335.084,85086.494,70545.31,100283.408,99575.727,87684.9,115717.069,129669.462,114217.811,114499.401,67639.513,61277.089,52505.822,56352.216,78833.687,143940.5,..
Korea,National Currency (2021 prices),Renewables ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17014.614,20408.246,50419.588,65165.151,90724.659,95374.776,111762.781,160881.593,202361.701,181231.318,212809.955,203794.646,187201.258,166928.896,178873.487,162705.297,164894.658,198993.405,224318.85,204315,..
Korea,National Currency (2021 prices),Nuclear,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42911.837,49229.682,292852.604,265547.794,291437.065,302114.197,82537.243,96142.819,105248.247,138625.477,139098.099,124080.502,119035.45,103981.414,87111.846,79159.902,70721.121,74941.408,95160.705,97909,..
Korea,National Currency (2021 prices),Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37509.832,32891.76,51995.368,54069.097,93462.862,69208.701,63360.564,58040.135,43281.634,42849.435,35730.079,33575.077,43871.083,43628.734,43434.663,39870.413,66104.087,114611,..
Korea,National Currency (2021 prices),Other power and storage technologies ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27252.79,39395.117,55184.45,15347.496,42899.596,35340.941,65257.596,88858.006,94165.694,87270.348,115148.513,129840.999,140175.95,140922.506,132984.748,116958.182,128147.469,125067.857,117343.758,100701,..
Korea,National Currency (2021 prices),Other cross-cutting technologies/research,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18688.068,30352.46,0,0,0,0,22895.298,27028.384,32766.818,26006.11,18595.869,27249.68,26451.458,30826.058,35946.161,39023.243,38064.948,36563.687,38507.513,43748,..
Korea,National Currency (2021 prices),Unallocated,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Korea,National Currency (2021 prices),Total Budget ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,154459.086,..,480302.003,440453.906,580439.39,688918.256,558217.69,660842.864,720026.793,691259.771,784469.561,785046.414,750848.306,719801.587,680376.597,668212.363,663749.822,674149.26,759779.553,879815,..
Korea,USD (2021 prices and exchange rates),Energy efficiency ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.377,..,28.903,44.774,78.682,102.173,97.65,103.49,107.08,98.214,122.17,111.461,111.875,112.777,117.042,144.575,145.031,124.391,121.902,152.553,..
Korea,USD (2021 prices and exchange rates),Fossil fuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.082,17.721,9.836,8.965,11.652,74.347,61.641,87.625,87.007,76.617,101.111,113.302,99.801,100.047,59.102,53.543,45.878,49.239,68.883,125.772,..
