Public RD&D spending in Million,,Source: IEA All rights reserved ( http://www.iea.org/t&c/termsandconditions/ ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,Currency,Economic Indicators,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021 Estimated,2022 Estimated
Canada,USD (2021 prices and PPP),Other power and storage technologies,113.204,109.768,87.766,99.353,113.779,102.124,84.688,123.991,15.927,16.124,16.199,16.566,13.303,8.903,8.516,7.832,6.702,5.796,15.605,17.057,15.864,15.395,13.173,7.293,7.838,8.083,27.396,34.744,41.01,59.715,11.598,11.044,14.629,15.285,22.949,68.716,62.058,78.74,81.515,101.754,126.426,95.541,83.123,82.8,136.031,146.876,145.731,140.008,..
Canada,USD (2021 prices and PPP),Other cross-cutting technologies/research ,0,0,17.353,4.374,8.483,20.212,15.728,14.703,22.58,37.127,30.005,15.854,14.34,12.2,9.62,28.016,18.356,18.378,31.907,11.83,14.237,13.976,21.741,25.023,18.885,35.966,45.665,54.564,41.615,40.709,24.806,9.755,16.237,12.064,9.09,16.552,40.128,48.773,51.175,38.185,35.169,4.74,7.927,17.75,33.904,38.713,27.936,47.673,..
Canada,USD (2021 prices and PPP),Unallocated ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Canada,USD (2021 prices and PPP),Total Budget,546.207,506.901,534.274,586.432,753.164,718.862,675.815,795.08,831.043,902.679,953.898,877.668,843.256,680.389,627.501,556.399,551.403,512.309,512.182,434.277,436.648,427.003,391.74,342.66,322.223,314.954,323.536,350.131,378.958,415.918,346.943,535.176,633.852,641.898,664.133,1006.345,1142.743,959.81,1181.891,1221.734,837.466,807.207,591.963,697.29,995.866,909.51,976.59,1164.709,..
Canada,Euro (2021 prices and exchange rates),Energy efficiency ,0,0,26.078,27.941,40.38,40.41,53.363,77.933,91.903,116.134,116.037,121.26,48.901,49.385,52.032,50.089,49.837,45.046,38.108,41.684,61.806,60.353,61.795,59.64,60.679,64.255,50.089,63.23,95.683,96.496,51.323,58.239,73.358,72.924,74.056,118.223,121.402,109.278,104.446,106.03,108.093,112.999,80.231,133.38,243.447,256.57,313.222,357.921,..
Canada,Euro (2021 prices and exchange rates),Fossil fuels,75.824,54.461,64.035,112.85,155.423,144.091,111.348,132.618,197.109,217.887,305.114,256.13,340.659,244.491,235.105,178.645,186.446,172.944,141.301,98.059,77.111,75.516,81.608,62.516,66.321,68.567,59.997,72.025,66.069,76.126,84.525,101.804,127.04,149.254,158.169,228.299,335.843,321.798,535.85,643.894,283.545,250.425,132.709,174.962,267.811,174.639,146.872,166.843,..
Canada,Euro (2021 prices and exchange rates),Renewables,1.755,8.865,11.011,27.941,66.283,74.123,77.314,119.852,101.355,101.009,87.107,51.35,29.701,25.337,23.004,19.093,15.811,15.097,17.3,15.527,17.917,17.511,17.378,13.436,13.823,16.719,30.974,27.209,30.162,46.246,31.673,44.333,72.257,63.391,77.39,126.308,125.394,147.202,168.385,100.436,88.015,107.896,90.84,92.299,88.185,92.647,97.357,113.306,..
Canada,Euro (2021 prices and exchange rates),Nuclear ,298.382,281.49,271.497,250.385,285.704,259.317,257.572,239.513,297.763,302.497,279.861,305.159,288.907,253.222,218.947,204.147,204.914,190.742,206.749,196.714,196.155,191.869,149.037,133.869,115.75,85.675,76.419,63.998,65.38,55.064,65.354,202.978,200.396,213.354,178.135,279.759,276.166,104.621,81.429,75.268,96.738,132.617,114.664,101.066,100.693,91.026,103.989,182.822,..
Canada,Euro (2021 prices and exchange rates),Hydrogen and fuel cells ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.755,39.264,50.499,34.668,61.074,47.148,44.673,39.754,20.872,13.654,10.441,9.86,16.481,16.423,16.989,13.671,35.71,27.426,..
Canada,Euro (2021 prices and exchange rates),Other power and storage technologies,98.291,95.307,76.204,86.264,98.791,88.671,73.532,107.657,13.829,14,14.065,14.384,11.55,7.73,7.394,6.8,5.819,5.032,13.55,14.81,13.774,13.367,11.438,6.332,6.805,7.018,23.787,30.168,35.607,51.848,10.071,9.589,12.702,13.271,19.926,59.664,53.883,68.367,70.776,88.349,109.771,82.955,72.172,71.891,118.111,127.527,126.533,121.563,..
Canada,Euro (2021 prices and exchange rates),Other cross-cutting technologies/research ,0,0,15.066,3.798,7.365,17.549,13.656,12.766,19.606,32.236,26.052,13.765,12.451,10.593,8.353,24.325,15.938,15.956,27.703,10.271,12.362,12.135,18.877,21.726,16.397,31.228,39.649,47.376,36.134,35.347,21.538,8.47,14.098,10.474,7.892,14.371,34.842,42.348,44.434,33.155,30.536,4.116,6.883,15.412,29.437,33.612,24.256,41.392,..
Canada,Euro (2021 prices and exchange rates),Unallocated ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Canada,Euro (2021 prices and exchange rates),Total Budget,474.252,440.124,463.891,509.177,653.944,624.161,586.786,690.339,721.564,783.763,828.235,762.047,732.168,590.756,544.836,483.101,478.763,444.819,444.708,377.066,379.126,370.751,340.133,297.52,279.775,273.463,280.914,304.005,329.036,361.127,301.238,464.673,550.35,557.336,576.642,873.772,992.201,833.368,1026.193,1060.787,727.141,700.868,513.98,605.431,864.674,789.694,847.936,1011.275,..
Czech Republic,National currency (nominal),Energy efficiency ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,212.369,236.054,115.044,147.007,83.843,57.182,41.91,102.245,110.115,190.441,232.154,348.509,306.542,717.402,587.995
Czech Republic,National currency (nominal),Fossil fuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.608,23,4.032,3.204,1.314,54.911,48.428,31.674,132.165,115.722,47.8,46.314,160.669,146.426,145.315,190.86,308.818,164.357,213.881,137.23
Czech Republic,National currency (nominal),Renewables,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.437,11.459,27.512,35.11,29.09,133.213,162.643,155.961,250.669,214.485,134.99,137.636,173.387,153.729,167.024,176.439,257.323,247.493,260.394,174.539
Czech Republic,National currency (nominal),Nuclear ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.37,95.543,56.279,56.279,35.379,329.687,338.125,314.036,371.025,468.226,538.831,552.513,374.166,831.448,855.868,748.686,1009.458,846.462,709.071,451.779
Czech Republic,National currency (nominal),Hydrogen and fuel cells ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.626,4.626,4.626,6.128,5.51,3.6,26.955,33.98,36.923,18.217,15,70.367,137.376,209.322,245.58,104.397,146.133,116.503
Czech Republic,National currency (nominal),Other power and storage technologies,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,18.112,18.112,0,81.802,96.21,92.231,251.515,254.283,222.008,156.724,165.947,134.805,168.404,206.237,368.982,338.515,294.286,203.048
Czech Republic,National currency (nominal),Other cross-cutting technologies/research ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,4.25,24.74,24.74,63.172,80.243,92.081,27.917,44.565,50.072,48.46,136.456,79.123,82.44,150.738,414.339,345.11,683.795,624.441
Czech Republic,National currency (nominal),Unallocated ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czech Republic,National currency (nominal),Total Budget,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,178.415,130.002,114.811,142.071,95.149,881.282,967.213,804.627,1207.253,1215.104,1087.806,1001.774,1127.87,1526.013,1746.868,1914.436,2953.009,2352.876,3024.962,2295.535
Czech Republic,National Currency (2021 prices),Energy efficiency ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,271.696,294.379,145.544,186.019,104.575,70.362,50.274,121.444,129.316,220.763,262.377,379.133,319.438,717.402,..
Czech Republic,National Currency (2021 prices),Fossil fuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,112.767,31.312,5.484,4.329,1.715,70.251,60.394,40.071,167.238,144.337,58.818,55.557,190.838,171.958,168.452,215.707,335.954,171.271,213.881,..
Czech Republic,National Currency (2021 prices),Renewables,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.7,15.6,37.419,47.443,37.964,170.427,202.829,197.309,317.19,267.522,166.104,165.103,205.944,180.535,193.617,199.409,279.934,257.905,260.394,..
Czech Republic,National Currency (2021 prices),Nuclear ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,115.263,130.073,76.546,76.048,46.172,421.788,421.669,397.293,469.486,584.008,663.028,662.773,444.423,976.428,992.138,846.155,1098.16,882.071,709.071,..
Czech Republic,National Currency (2021 prices),Hydrogen and fuel cells ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.292,6.251,6.037,7.84,6.871,4.554,34.108,42.382,45.433,21.852,17.817,82.637,159.249,236.573,267.159,108.789,146.133,..
Czech Republic,National Currency (2021 prices),Other power and storage technologies,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,24.634,24.474,0,104.654,119.982,116.683,318.261,317.161,273.179,188,197.107,158.311,195.217,233.086,401.405,352.756,294.286,..
Czech Republic,National Currency (2021 prices),Other cross-cutting technologies/research ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,5.78,33.431,32.287,80.82,100.07,116.493,35.325,55.585,61.613,58.131,162.078,92.92,95.566,170.362,450.747,359.628,683.795,..
Czech Republic,National Currency (2021 prices),Unallocated ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Czech Republic,National Currency (2021 prices),Total Budget,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,252.729,176.985,156.156,191.977,124.176,1127.476,1206.193,1017.949,1527.628,1515.572,1338.537,1201.69,1339.65,1792.105,2025.002,2163.671,3212.492,2451.857,3024.962,..
Czech Republic,USD (2021 prices and exchange rates),Energy efficiency,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,12.531,13.577,6.713,8.579,4.823,3.245,2.319,5.601,5.964,10.182,12.101,17.486,14.733,33.087,..
Czech Republic,USD (2021 prices and exchange rates),Fossil fuels ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.201,1.444,0.253,0.2,0.079,3.24,2.785,1.848,7.713,6.657,2.713,2.562,8.802,7.931,7.769,9.949,15.495,7.899,9.864,..
Czech Republic,USD (2021 prices and exchange rates),Renewables ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.139,0.719,1.726,2.188,1.751,7.86,9.355,9.1,14.629,12.338,7.661,7.615,9.498,8.326,8.93,9.197,12.911,11.895,12.01,..
Czech Republic,USD (2021 prices and exchange rates),Nuclear,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.316,5.999,3.53,3.507,2.13,19.453,19.448,18.324,21.653,26.935,30.58,30.568,20.497,45.034,45.759,39.026,50.648,40.682,32.703,..
Czech Republic,USD (2021 prices and exchange rates),Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.29,0.288,0.278,0.362,0.317,0.21,1.573,1.955,2.095,1.008,0.822,3.811,7.345,10.911,12.322,5.017,6.74,..
Czech Republic,USD (2021 prices and exchange rates),Other power and storage technologies ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,1.136,1.129,0,4.827,5.534,5.382,14.679,14.628,12.599,8.671,9.091,7.301,9.004,10.75,18.513,16.27,13.573,..
Czech Republic,USD (2021 prices and exchange rates),Other cross-cutting technologies/research,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0.267,1.542,1.489,3.728,4.615,5.373,1.629,2.564,2.842,2.681,7.475,4.286,4.408,7.857,20.789,16.586,31.537,..
Czech Republic,USD (2021 prices and exchange rates),Unallocated,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Czech Republic,USD (2021 prices and exchange rates),Total Budget ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.656,8.163,7.202,8.854,5.727,52.001,55.631,46.949,70.456,69.9,61.735,55.423,61.786,82.654,93.396,99.791,148.164,113.083,139.515,..
Czech Republic,USD (2021 prices and PPP),Energy efficiency ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,21.081,22.841,11.293,14.434,8.114,5.459,3.901,9.423,10.034,17.129,20.358,29.418,24.786,55.664,..
Czech Republic,USD (2021 prices and PPP),Fossil fuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.75,2.43,0.426,0.336,0.133,5.451,4.686,3.109,12.976,11.199,4.564,4.311,14.807,13.342,13.07,16.737,26.067,13.289,16.595,..
Czech Republic,USD (2021 prices and PPP),Renewables,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.917,1.21,2.903,3.681,2.946,13.224,15.738,15.31,24.611,20.757,12.888,12.811,15.98,14.008,15.023,15.472,21.721,20.011,20.204,..
Czech Republic,USD (2021 prices and PPP),Nuclear ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.943,10.093,5.939,5.901,3.583,32.727,32.718,30.827,36.428,45.314,51.445,51.426,34.483,75.763,76.982,65.654,85.208,68.441,55.018,..
Czech Republic,USD (2021 prices and PPP),Hydrogen and fuel cells ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.488,0.485,0.468,0.608,0.533,0.353,2.646,3.288,3.525,1.696,1.382,6.412,12.356,18.356,20.729,8.441,11.339,..
Czech Republic,USD (2021 prices and PPP),Other power and storage technologies,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,1.911,1.899,0,8.12,9.31,9.054,24.694,24.609,21.196,14.587,15.294,12.284,15.147,18.086,31.146,27.371,22.834,..
Czech Republic,USD (2021 prices and PPP),Other cross-cutting technologies/research ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0.448,2.594,2.505,6.271,7.765,9.039,2.741,4.313,4.781,4.51,12.576,7.21,7.415,13.219,34.974,27.904,53.057,..
Czech Republic,USD (2021 prices and PPP),Unallocated ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Czech Republic,USD (2021 prices and PPP),Total Budget,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.61,13.733,12.116,14.896,9.635,87.483,93.59,78.984,118.531,117.596,103.859,93.241,103.946,139.052,157.123,167.883,249.262,190.243,234.712,..
Czech Republic,Euro (2021 prices and exchange rates),Energy efficiency ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,10.601,11.486,5.679,7.258,4.08,2.745,1.962,4.738,5.046,8.614,10.237,14.793,12.464,27.992,..
Czech Republic,Euro (2021 prices and exchange rates),Fossil fuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.4,1.222,0.214,0.169,0.067,2.741,2.356,1.563,6.525,5.632,2.295,2.167,7.446,6.71,6.573,8.417,13.109,6.683,8.345,..
Czech Republic,Euro (2021 prices and exchange rates),Renewables,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.964,0.608,1.46,1.851,1.481,6.65,7.914,7.699,12.376,10.438,6.481,6.442,8.035,7.044,7.555,7.781,10.923,10.063,10.16,..
Czech Republic,Euro (2021 prices and exchange rates),Nuclear ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.497,5.075,2.986,2.967,1.802,16.457,16.453,15.502,18.318,22.787,25.871,25.861,17.34,38.099,38.712,33.016,42.848,34.417,27.667,..
Czech Republic,Euro (2021 prices and exchange rates),Hydrogen and fuel cells ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.245,0.244,0.235,0.306,0.268,0.178,1.331,1.654,1.772,0.853,0.695,3.224,6.214,9.231,10.424,4.244,5.702,..
Czech Republic,Euro (2021 prices and exchange rates),Other power and storage technologies,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0.961,0.955,0,4.084,4.682,4.553,12.418,12.375,10.659,7.336,7.691,6.177,7.617,9.095,15.662,13.764,11.483,..
Czech Republic,Euro (2021 prices and exchange rates),Other cross-cutting technologies/research ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0.226,1.305,1.26,3.154,3.904,4.546,1.378,2.169,2.404,2.268,6.324,3.626,3.729,6.647,17.587,14.032,26.68,..
Czech Republic,Euro (2021 prices and exchange rates),Unallocated ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Czech Republic,Euro (2021 prices and exchange rates),Total Budget,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.861,6.906,6.093,7.49,4.845,43.993,47.064,39.719,59.606,59.135,52.228,46.888,52.271,69.925,79.013,84.423,125.347,95.668,118.03,..
Denmark,National currency (nominal),Energy efficiency,..,5.7,8.7,11.4,13.2,15.3,25.3,31.7,30.3,36,31.9,28.5,26.8,33.5,..,42.9,63,51,59,43,36,31.3,33.6,52.1,60.3,68.6,95.9,76.7,2.7,8.3,30.67,51.217,79.141,99.159,96.4,50.635,189.134,144.334,176.074,257.387,330.386,215.812,147.403,143.642,89.097,185.583,256.826,164.129,..
Denmark,National currency (nominal),Fossil fuels ,..,0,0,1,5.4,16.9,0,0,0,0,0,0,0,0,..,0,25,37,56,52,51,40.1,24.1,17,14.3,18,13.8,13.4,0,0,0,63.368,26.803,20.289,17.911,28.152,31.865,29.038,39.147,8.148,16.372,34.368,6.325,22.642,6.16,0.737,54.702,450.314,..
Denmark,National currency (nominal),Renewables ,..,1.2,2.2,14.1,29.7,59.9,30.7,21.5,18.8,17.5,20,20.8,29.2,27.1,..,64.4,53,110,120,130,115,109.3,90.3,118.9,132.1,116.3,120.8,138.6,72.145,72.7,172.472,203.905,222.005,291.021,336.717,402.939,608.879,570.444,478.831,617.841,418.762,524.148,345.148,213.181,310.533,279.986,327.076,321.839,..
Denmark,National currency (nominal),Nuclear,..,35.5,40,53.6,63.2,68.9,35.3,0,0,0,0,0,24.3,21.7,..,19.2,34,16,18,13,5,3.5,3.6,3.4,32.6,33,33.1,27.3,23.867,20.7,19.2,10.706,13.727,15.094,0,0,21.6,10,39.7,19.3,19.4,19.5,20.58,21.477,0,0,0,0,..
Denmark,National currency (nominal),Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.709,122.892,144.585,203.282,134.503,115.843,236.387,215.222,185.818,99.165,201.893,108.046,63.645,72.815,70.869,120.493,40.502,240.664,..
Denmark,National currency (nominal),Other power and storage technologies ,..,1.8,2,5.4,8.1,6.4,12.2,6.5,7.3,7.3,10.6,7.2,10.4,8,..,17.9,30,25,30,35,26,25.3,28,28.6,29.7,27.7,25.9,28.8,25.849,28.2,19.9,4.175,32.085,40.093,41.421,133.281,148.542,208.595,138.119,110.985,115.963,163.5,127.97,135.14,132.266,63.079,128.817,62.29,..
Denmark,National currency (nominal),Other cross-cutting technologies/research,..,5.9,7.1,12.6,16.7,18.6,16.9,11.5,12.6,18.7,14.3,14,20.8,25.6,..,10.1,10,23,27,29,26,35.6,38,38.3,47.2,49,37.6,43.2,43.293,47.3,40.942,65.319,83.108,74.308,7.323,30.918,76.715,73.755,54.928,79.652,9.271,8.584,25.248,0.879,10.665,20.49,0.441,19.032,..
Denmark,National currency (nominal),Unallocated,..,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.037,0,28.242,0,24.6,0,3.64,250.294,0,..
Denmark,National currency (nominal),Total Budget ,..,50.1,60,98.1,136.3,186,120.4,71.2,69,79.5,76.8,70.5,111.5,115.9,..,154.5,215,262,310,302,259,245.1,217.6,258.3,316.2,312.6,327.1,328,167.854,177.2,346.893,521.582,601.454,743.246,634.275,761.768,1313.121,1251.39,1112.618,1192.514,1112.047,1102.199,736.319,634.378,619.589,674.008,1058.658,1258.268,..
Denmark,National Currency (2021 prices),Energy efficiency,..,25.746,35.927,43.239,45.952,49.746,75.598,85.577,74.26,82.16,68.712,58.863,54.096,64.552,..,75.767,108.444,85.515,97.321,70.518,58.126,49.898,52.509,79.812,91.245,102.085,138.533,108.076,3.717,11.26,40.753,66.137,100.116,122.458,114.326,59.735,216.15,163.901,195.312,283.001,359.539,233.845,159.317,153.429,94.463,195.309,263.407,164.129,..
Denmark,National Currency (2021 prices),Fossil fuels ,..,0,0,3.793,18.799,54.949,0,0,0,0,0,0,0,0,..,0,43.033,62.04,92.372,85.277,82.345,63.926,37.663,26.042,21.639,26.786,19.935,18.882,0,0,0,81.827,33.907,25.056,21.242,33.211,36.417,32.975,43.424,8.959,17.817,37.24,6.836,24.185,6.531,0.776,56.104,450.314,..
Denmark,National Currency (2021 prices),Renewables ,..,5.42,9.085,53.48,103.392,194.759,91.733,58.041,46.076,39.939,43.08,42.96,58.941,52.219,..,113.739,91.23,184.444,197.941,213.193,185.679,174.243,141.118,182.143,199.891,173.068,174.502,195.297,99.326,98.628,229.176,263.304,280.843,359.401,399.331,475.355,695.851,647.779,531.149,679.325,455.713,567.946,373.045,227.706,329.235,294.66,335.457,321.839,..
Denmark,National Currency (2021 prices),Nuclear,..,160.35,165.183,203.3,220.012,224.021,105.478,0,0,0,0,0,49.05,41.814,..,33.91,58.525,26.828,29.691,21.319,8.073,5.58,5.626,5.208,49.33,49.108,47.815,38.468,32.859,28.082,25.512,13.825,17.365,18.641,0,0,24.685,11.356,44.038,21.221,21.112,21.129,22.243,22.94,0,0,0,0,..
Denmark,National Currency (2021 prices),Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84.655,158.691,182.904,251.047,159.515,136.662,270.152,244.399,206.121,109.033,219.708,117.074,68.789,77.776,75.137,126.808,41.54,240.664,..
Denmark,National Currency (2021 prices),Other power and storage technologies ,..,8.13,8.259,20.482,28.198,20.809,36.454,17.547,17.891,16.66,22.832,14.871,20.993,15.415,..,31.614,51.64,41.919,49.485,57.398,41.98,40.333,43.757,43.812,44.942,41.221,37.414,40.581,35.588,38.257,26.443,5.391,40.588,49.514,49.123,157.234,169.76,236.874,153.21,122.03,126.196,177.162,138.313,144.348,140.232,66.385,132.118,62.29,..
Denmark,National Currency (2021 prices),Other cross-cutting technologies/research,..,26.65,29.32,47.791,58.136,60.476,50.498,31.045,30.88,42.678,30.802,28.915,41.985,49.329,..,17.838,17.213,38.566,44.537,47.558,41.98,56.753,59.385,58.672,71.422,72.918,54.315,60.872,59.604,64.169,54.403,84.347,105.134,91.768,8.685,36.475,87.673,83.754,60.93,87.578,10.089,9.301,27.289,0.939,11.307,21.564,0.452,19.032,..
Denmark,National Currency (2021 prices),Unallocated,..,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.041,0,30.602,0,26.276,0,3.831,256.707,0,..
Denmark,National Currency (2021 prices),Total Budget ,..,226.297,247.775,372.085,474.488,604.76,359.762,192.211,169.107,181.438,165.426,145.609,225.065,223.329,..,272.868,370.086,439.313,511.347,495.263,418.182,390.732,340.058,395.69,478.468,465.186,472.514,462.175,231.094,240.396,460.942,673.522,760.856,917.884,752.222,898.672,1500.686,1421.04,1234.184,1311.186,1210.173,1194.299,795.832,677.602,656.903,709.332,1085.784,1258.268,..
Denmark,USD (2021 prices and exchange rates),Energy efficiency ,..,4.094,5.714,6.876,7.308,7.911,12.023,13.61,11.81,13.066,10.927,9.361,8.603,10.266,..,12.049,17.246,13.6,15.477,11.215,9.244,7.935,8.351,12.693,14.511,16.235,22.031,17.188,0.591,1.791,6.481,10.518,15.922,19.475,18.182,9.5,34.375,26.066,31.061,45.007,57.179,37.189,25.337,24.4,15.023,31.061,41.89,26.102,..
Denmark,USD (2021 prices and exchange rates),Fossil fuels,..,0,0,0.603,2.99,8.739,0,0,0,0,0,0,0,0,..,0,6.844,9.866,14.69,13.562,13.096,10.166,5.99,4.142,3.441,4.26,3.17,3.003,0,0,0,13.013,5.392,3.985,3.378,5.282,5.792,5.244,6.906,1.425,2.833,5.922,1.087,3.846,1.039,0.123,8.922,71.615,..
